EmployeeNumber,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
1574,No,Sales,1,4,1,4,3,2,Research Scientist,1,4,No,14,3,2,80,1,9,3,2
1576,No,Sales,15,4,1,3,3,1,Research Scientist,1,8,No,12,3,4,80,1,10,3,2
1577,No,Sales,7,4,1,1,3,1,Research Scientist,4,1,No,13,3,3,80,0,1,4,1
1578,No,Sales,26,5,1,3,2,5,Manager,4,1,No,21,4,3,80,1,36,3,3
1580,No,Sales,1,4,1,2,3,2,Research Scientist,4,9,No,17,3,2,80,1,9,3,2
1581,No,Sales,3,3,1,1,3,1,Research Scientist,4,1,No,21,4,1,80,0,1,5,3
1582,No,Sales,14,3,1,3,3,2,Sales Executive,2,0,No,11,3,4,80,1,10,3,3
1583,No,Sales,16,3,1,2,3,2,Sales Executive,2,2,No,12,3,2,80,0,8,5,4
1585,No,Sales,1,4,1,2,3,2,Sales Executive,3,6,No,13,3,1,80,0,15,5,3
1586,No,Sales,3,1,1,2,3,1,Laboratory Technician,1,1,Yes,18,3,4,80,0,10,3,3
1587,No,Sales,10,4,1,1,3,2,Healthcare Representative,3,3,Yes,16,3,3,80,0,10,4,3
1588,No,Sales,6,3,1,4,4,3,Sales Executive,3,2,No,11,3,1,80,1,11,3,3
1590,No,Sales,2,1,1,1,3,2,Healthcare Representative,4,1,No,19,3,4,80,1,6,0,4
1591,No,Sales,9,3,1,3,3,5,Manager,3,4,Yes,16,3,3,80,1,27,2,3
1592,No,Sales,10,3,1,4,4,1,Research Scientist,3,2,No,16,3,4,80,1,4,2,3
1594,No,Sales,6,4,1,1,4,2,Laboratory Technician,1,3,Yes,13,3,4,80,1,9,3,3
1595,No,Sales,9,2,1,4,2,5,Manager,4,8,No,22,4,4,80,0,24,2,3
1596,No,Sales,28,3,1,2,4,2,Laboratory Technician,3,1,No,17,3,4,80,2,10,3,2
1597,No,Sales,10,4,1,4,2,2,Healthcare Representative,3,1,No,14,3,2,80,1,8,3,2
1598,No,Sales,14,2,1,4,3,2,Sales Executive,1,1,No,15,3,3,80,1,5,2,3
1599,No,Sales,27,3,1,4,4,1,Laboratory Technician,2,5,No,12,3,3,80,1,8,0,3
1601,No,Sales,7,2,1,3,2,1,Laboratory Technician,4,1,No,18,3,4,80,1,1,5,2
1602,No,Sales,1,4,1,4,4,4,Manager,1,1,No,15,3,2,80,0,27,5,1
1604,Yes,Sales,24,3,1,3,3,1,Laboratory Technician,2,1,Yes,17,3,3,80,3,1,3,3
1605,No,Sales,26,2,1,2,2,1,Research Scientist,3,1,Yes,14,3,2,80,0,4,2,2
1606,No,Sales,20,5,1,2,3,4,Healthcare Representative,3,2,Yes,15,3,3,80,1,32,3,3
1607,No,Sales,5,4,1,2,4,1,Research Scientist,4,3,No,17,3,4,80,2,6,3,3
1608,No,Sales,7,3,1,2,3,5,Research Director,4,0,Yes,14,3,4,80,1,23,4,2
1609,No,Sales,7,3,1,2,2,1,Research Scientist,2,1,No,12,3,2,80,1,6,3,2
1611,No,Sales,5,5,1,3,1,2,Laboratory Technician,1,1,Yes,14,3,1,80,0,10,3,3
1612,No,Sales,26,3,1,1,2,2,Sales Executive,1,1,No,15,3,1,80,1,10,2,3
1613,No,Sales,2,4,1,4,3,2,Sales Executive,1,7,No,13,3,4,80,0,10,3,3
1614,No,Sales,12,4,1,3,3,2,Manufacturing Director,3,9,Yes,12,3,2,80,2,7,2,3
1615,No,Sales,10,4,1,3,4,2,Manufacturing Director,4,1,No,13,3,1,80,1,9,3,3
1617,No,Sales,25,4,1,3,3,1,Laboratory Technician,1,1,No,14,3,4,80,1,10,3,2
1618,No,Sales,10,5,1,2,3,2,Manufacturing Director,1,2,No,13,3,4,80,3,10,3,3
1619,No,Sales,19,3,1,4,2,1,Laboratory Technician,1,1,No,11,3,1,80,2,7,3,3
1621,No,Sales,18,5,1,2,4,2,Research Scientist,1,1,No,11,3,4,80,0,16,2,3
1622,No,Sales,27,3,1,2,1,2,Manufacturing Director,1,0,No,21,4,2,80,1,6,5,2
1623,No,Sales,5,1,1,3,3,1,Research Scientist,4,1,No,18,3,3,80,0,3,2,3
1624,Yes,Sales,3,2,1,2,3,1,Sales Representative,4,1,Yes,12,3,3,80,0,0,2,4
1625,No,Sales,26,4,1,4,3,5,Manager,3,3,No,11,3,3,80,1,27,2,3
1627,No,Sales,3,2,1,3,2,2,Laboratory Technician,3,0,No,15,3,4,80,1,11,3,3
1628,No,Sales,15,3,1,1,2,3,Manufacturing Director,3,1,No,13,3,4,80,2,18,2,3
1630,No,Sales,8,4,1,3,3,2,Healthcare Representative,3,1,No,12,3,4,80,1,15,5,3
1631,No,Sales,19,3,1,3,3,2,Manufacturing Director,3,3,No,17,3,1,80,3,9,2,2
1633,No,Sales,4,3,1,1,3,2,Manufacturing Director,3,0,No,13,3,4,80,0,10,2,1
1635,No,Sales,2,2,1,4,2,2,Manufacturing Director,4,1,No,19,3,1,80,2,10,3,3
1638,No,Sales,2,2,1,4,2,3,Manufacturing Director,3,3,Yes,19,3,4,80,1,10,6,4
1639,Yes,Sales,10,3,1,4,2,3,Sales Executive,1,9,No,17,3,3,80,0,15,3,3
1640,No,Sales,10,3,1,2,3,1,Research Scientist,2,1,No,11,3,1,80,1,8,2,1
1641,No,Sales,16,3,1,3,3,3,Manufacturing Director,4,6,Yes,15,3,4,80,0,18,2,2
1642,No,Sales,1,5,1,1,3,2,Human Resources,4,4,Yes,11,3,3,80,0,14,3,3
1644,No,Sales,4,5,1,3,2,4,Manager,4,2,No,25,4,2,80,1,23,3,3
1645,Yes,Sales,15,2,1,1,1,2,Sales Executive,4,6,Yes,14,3,4,80,2,7,2,2
1646,No,Sales,2,1,1,1,3,1,Research Scientist,4,1,Yes,13,3,3,80,0,6,2,3
1647,No,Sales,8,3,1,2,4,1,Research Scientist,3,7,No,17,3,1,80,0,5,0,3
1648,No,Sales,2,3,1,4,3,1,Research Scientist,4,2,No,13,3,3,80,0,6,0,2
1649,Yes,Sales,7,3,1,1,3,1,Laboratory Technician,1,3,Yes,14,3,2,80,0,10,3,1
1650,No,Sales,10,3,1,3,2,2,Sales Executive,3,9,No,11,3,3,80,0,8,2,3
1651,No,Sales,5,4,1,2,3,3,Healthcare Representative,1,4,No,12,3,3,80,2,9,6,3
1653,No,Sales,2,1,1,4,4,2,Manufacturing Director,3,1,No,17,3,3,80,2,7,6,3
1654,No,Sales,12,3,1,4,3,2,Manufacturing Director,2,4,No,21,4,3,80,0,7,3,3
1655,No,Sales,22,4,1,1,3,4,Research Director,2,3,No,16,3,2,80,2,27,2,3
1656,No,Sales,17,5,1,4,2,3,Research Director,1,5,No,15,3,3,80,3,19,3,3
1657,No,Sales,2,3,1,3,3,1,Sales Representative,3,1,No,19,3,1,80,0,2,3,3
1658,No,Sales,3,3,1,4,3,2,Research Scientist,2,1,No,12,3,3,80,1,11,2,3
1659,No,Sales,7,3,1,1,3,1,Laboratory Technician,2,2,No,11,3,3,80,0,15,4,3
1661,No,Sales,6,1,1,3,2,4,Healthcare Representative,3,2,Yes,19,3,2,80,1,30,3,3
1662,No,Sales,1,4,1,4,2,2,Manufacturing Director,3,0,No,15,3,3,80,0,4,6,3
1664,No,Sales,3,2,1,4,4,2,Healthcare Representative,1,6,No,20,4,1,80,1,13,3,3
1665,No,Sales,22,5,1,2,3,4,Manager,3,3,No,25,4,3,80,1,36,6,3
1666,No,Sales,15,2,1,3,2,4,Research Director,3,1,No,24,4,1,80,1,14,3,3
1667,Yes,Sales,12,4,1,4,3,2,Sales Executive,4,3,Yes,24,4,1,80,0,13,2,4
1668,No,Sales,1,3,1,4,3,2,Research Scientist,4,7,No,15,3,4,80,2,19,4,4
1669,No,Sales,5,3,1,1,2,2,Sales Executive,2,1,Yes,13,3,2,80,1,10,3,2
1670,No,Sales,2,4,1,4,3,2,Sales Executive,4,1,No,14,3,3,80,2,6,5,3
1671,No,Sales,2,3,1,4,3,2,Research Scientist,2,0,No,13,3,3,80,2,10,4,2
1673,No,Sales,5,4,1,1,3,2,Sales Executive,4,1,No,11,3,1,80,2,10,2,3
1674,No,Sales,16,3,1,4,3,1,Laboratory Technician,1,4,Yes,16,3,2,80,1,17,2,2
1675,No,Sales,2,3,1,4,2,1,Laboratory Technician,2,1,No,22,4,2,80,0,4,3,3
1676,No,Sales,2,4,1,2,4,4,Manager,2,6,No,14,3,3,80,3,29,2,3
1677,No,Sales,1,3,1,3,3,4,Manager,3,4,No,14,3,1,80,0,23,2,3
1678,No,Sales,23,2,1,4,3,3,Sales Executive,3,3,Yes,16,3,4,80,0,21,2,3
1680,No,Sales,9,1,1,4,3,1,Sales Representative,1,1,No,11,3,1,80,0,2,3,3
1681,No,Sales,16,3,1,3,3,2,Sales Executive,4,1,Yes,25,4,3,80,1,7,2,3
1682,No,Sales,26,4,1,1,3,2,Healthcare Representative,3,6,No,14,3,2,80,2,10,2,2
1683,No,Sales,1,3,1,3,3,1,Human Resources,4,4,Yes,18,3,1,80,3,8,2,3
1684,Yes,Sales,8,1,1,4,2,1,Laboratory Technician,3,1,Yes,11,3,1,80,0,5,2,3
1687,No,Sales,4,2,1,4,3,1,Laboratory Technician,3,7,No,19,3,4,80,1,7,5,2
1689,No,Sales,24,4,1,2,4,3,Healthcare Representative,4,3,No,15,3,3,80,0,11,2,3
1691,Yes,Sales,7,2,1,4,3,1,Sales Representative,3,2,Yes,11,3,3,80,2,19,3,3
1692,Yes,Sales,2,4,1,4,3,1,Laboratory Technician,2,1,No,12,3,1,80,0,1,2,3
1693,No,Sales,7,3,1,4,3,1,Laboratory Technician,4,1,No,20,4,3,80,0,7,5,3
1694,No,Sales,22,3,1,1,2,1,Research Scientist,2,5,No,12,3,4,80,1,8,1,3
1696,No,Sales,5,2,1,2,2,2,Laboratory Technician,4,1,No,14,3,3,80,1,15,3,4
1697,No,Sales,1,4,1,3,1,3,Healthcare Representative,4,3,No,20,4,3,80,1,19,2,4
1698,No,Sales,21,3,1,2,4,1,Laboratory Technician,2,1,No,18,3,4,80,3,14,6,3
1700,No,Sales,1,4,1,3,1,2,Sales Executive,4,1,No,14,3,3,80,2,6,2,2
1701,No,Sales,19,3,1,2,2,1,Research Scientist,4,1,No,12,3,2,80,0,10,3,3
1702,Yes,Sales,7,3,1,3,3,1,Sales Representative,4,1,Yes,21,4,2,80,1,3,2,3
1703,No,Sales,2,3,1,3,4,3,Healthcare Representative,4,1,Yes,19,3,2,80,1,9,2,3
1704,No,Sales,2,4,1,1,2,1,Research Scientist,4,0,Yes,14,3,3,80,0,6,2,4
1706,No,Sales,2,3,1,4,3,2,Sales Executive,4,1,Yes,17,3,1,80,1,10,3,3
1707,No,Sales,9,3,1,3,4,1,Research Scientist,3,1,No,16,3,4,80,1,5,1,3
1708,No,Sales,6,3,1,4,3,3,Sales Executive,3,1,No,12,3,2,80,0,10,3,3
1709,No,Sales,9,4,1,4,3,1,Laboratory Technician,3,9,No,17,3,3,80,1,9,2,3
1710,No,Sales,2,4,1,3,3,2,Sales Representative,4,3,No,15,3,3,80,0,17,2,2
1712,No,Sales,1,1,1,3,2,3,Healthcare Representative,3,3,No,23,4,4,80,1,25,3,2
1714,Yes,Sales,22,1,1,4,1,1,Human Resources,3,1,No,11,3,3,80,1,1,2,3
1716,Yes,Sales,9,3,1,3,1,4,Sales Executive,3,7,No,11,3,3,80,0,25,3,1
1718,No,Sales,17,4,1,4,1,1,Laboratory Technician,3,1,No,15,3,3,80,3,3,3,4
1719,No,Sales,28,2,1,4,2,4,Research Director,2,1,No,11,3,3,80,0,21,2,3
1720,No,Sales,10,3,1,1,3,1,Research Scientist,3,6,No,13,3,1,80,1,10,3,2
1721,No,Sales,2,4,1,2,3,1,Laboratory Technician,3,1,No,14,3,4,80,1,6,2,4
1722,No,Sales,4,3,1,3,1,2,Human Resources,2,6,No,19,3,2,80,1,10,4,3
1724,No,Sales,8,2,1,2,3,2,Manufacturing Director,1,2,Yes,16,3,2,80,1,18,3,3
1725,No,Sales,29,1,1,2,3,1,Laboratory Technician,1,1,No,13,3,2,80,3,6,2,4
1727,No,Sales,13,4,1,3,3,2,Healthcare Representative,2,6,No,14,3,4,80,0,19,3,3
1728,No,Sales,27,4,1,4,3,2,Manufacturing Director,3,2,No,16,3,2,80,1,17,3,3
1729,No,Sales,16,1,1,2,3,1,Research Scientist,4,1,No,12,3,2,80,1,10,2,2
1731,No,Sales,2,4,1,3,3,2,Sales Executive,2,7,No,11,3,4,80,1,4,3,1
1732,No,Sales,2,3,1,3,3,3,Sales Executive,4,4,Yes,12,3,2,80,1,13,5,2
1733,Yes,Sales,13,5,1,2,2,2,Sales Executive,1,5,Yes,13,3,2,80,3,16,3,3
1734,Yes,Sales,1,2,1,1,1,2,Sales Executive,2,6,No,15,3,2,80,0,10,2,3
1735,No,Sales,4,1,1,3,3,1,Laboratory Technician,2,1,No,13,3,3,80,0,3,3,1
1736,No,Sales,24,1,1,4,3,2,Manufacturing Director,4,2,No,20,4,4,80,0,9,3,2
1737,No,Sales,1,3,1,4,3,2,Laboratory Technician,4,1,Yes,15,3,4,80,1,9,2,3
1739,No,Sales,19,3,1,4,1,3,Sales Executive,3,3,No,13,3,3,80,1,10,2,1
1740,No,Sales,7,4,1,2,3,5,Manager,2,1,No,14,3,2,80,0,21,3,2
1744,No,Sales,4,3,1,3,1,3,Human Resources,3,4,No,21,4,3,80,2,9,2,4
1745,No,Sales,2,4,1,4,2,1,Research Scientist,1,0,No,16,3,4,80,0,10,2,3
1746,No,Sales,10,3,1,1,3,1,Human Resources,4,0,No,14,3,4,80,1,3,2,3
1747,Yes,Sales,8,3,1,3,2,1,Human Resources,4,6,No,11,3,3,80,1,6,0,2
1749,No,Sales,5,3,1,1,3,2,Sales Executive,3,1,No,19,3,3,80,1,6,3,3
1751,No,Sales,8,3,1,3,3,1,Research Scientist,4,1,No,11,3,3,80,0,6,5,2
1752,Yes,Sales,9,3,1,2,1,1,Sales Representative,2,1,No,13,3,3,80,0,2,3,3
1753,No,Sales,1,3,1,4,4,2,Healthcare Representative,3,8,Yes,12,3,4,80,0,10,5,4
1754,No,Sales,15,2,1,3,2,3,Sales Executive,1,2,No,11,3,1,80,1,12,2,3
1755,No,Sales,2,4,1,4,4,1,Research Scientist,4,0,Yes,14,3,1,80,3,6,3,3
1756,No,Sales,2,3,1,4,3,2,Sales Executive,2,8,No,15,3,4,80,0,13,2,2
1757,No,Sales,11,4,1,4,3,2,Sales Executive,4,3,No,12,3,3,80,0,8,1,4
1758,Yes,Sales,16,3,1,1,3,3,Sales Executive,1,2,Yes,20,4,3,80,0,11,2,2
1760,No,Sales,2,2,1,3,2,1,Laboratory Technician,2,4,No,14,3,2,80,1,9,4,2
1761,Yes,Sales,16,4,1,1,3,3,Sales Executive,3,2,No,13,3,1,80,3,10,2,3
1762,No,Sales,4,3,1,4,2,1,Research Scientist,1,1,No,13,3,3,80,1,1,2,3
1763,No,Sales,16,3,1,3,4,2,Healthcare Representative,3,3,No,16,3,3,80,1,10,3,3
1764,No,Sales,5,4,1,2,3,1,Research Scientist,2,2,No,14,3,2,80,0,12,3,3
1766,No,Sales,18,3,1,2,1,2,Healthcare Representative,4,3,Yes,16,3,3,80,1,15,2,3
1767,Yes,Sales,17,3,1,3,2,1,Research Scientist,3,9,Yes,16,3,4,80,1,6,4,3
1768,No,Sales,12,3,1,2,3,1,Laboratory Technician,2,8,No,22,4,2,80,3,7,6,2
1770,No,Sales,2,3,1,3,2,5,Research Director,1,8,No,12,3,2,80,3,34,2,3
1771,No,Sales,4,3,1,4,3,2,Research Scientist,2,5,No,15,3,4,80,2,11,2,2
1772,No,Sales,9,4,1,3,3,1,Laboratory Technician,1,1,No,20,4,2,80,2,5,2,3
1774,No,Sales,10,3,1,4,3,2,Sales Executive,3,1,Yes,14,3,3,80,1,15,3,3
1775,No,Sales,1,4,1,1,2,4,Manufacturing Director,3,4,Yes,20,4,4,80,3,27,2,2
1778,No,Sales,2,3,1,2,3,1,Human Resources,4,0,No,13,3,2,80,0,10,5,3
1779,No,Sales,3,2,1,4,1,2,Sales Executive,4,5,No,12,3,1,80,0,6,3,3
1780,Yes,Sales,7,1,1,2,3,1,Sales Representative,2,1,No,13,3,2,80,0,1,3,3
1782,No,Sales,6,2,1,4,2,1,Laboratory Technician,3,1,No,11,3,2,80,1,5,3,3
1783,Yes,Sales,8,1,1,3,3,1,Laboratory Technician,1,1,Yes,17,3,3,80,0,1,6,3
1784,No,Sales,29,4,1,1,2,2,Sales Executive,4,1,No,14,3,1,80,2,13,3,3
1786,No,Sales,3,3,1,1,3,3,Manager,3,2,No,11,3,4,80,0,15,2,3
1787,No,Sales,9,2,1,2,2,2,Sales Executive,2,1,No,14,3,1,80,2,5,2,3
1789,No,Sales,2,4,1,3,3,5,Research Director,4,7,Yes,17,3,3,80,1,24,3,3
1790,No,Sales,10,3,1,4,3,3,Healthcare Representative,1,7,Yes,13,3,4,80,1,15,1,3
1792,Yes,Sales,1,2,1,3,3,1,Research Scientist,2,1,Yes,12,3,3,80,3,6,2,2
1794,No,Sales,8,2,1,3,3,2,Human Resources,2,2,No,13,3,3,80,0,19,4,2
1797,Yes,Sales,27,3,1,3,3,2,Sales Executive,4,1,Yes,18,3,4,80,0,10,2,3
1798,No,Sales,8,4,1,4,4,1,Research Scientist,1,6,No,19,3,2,80,1,14,1,3
1799,No,Sales,1,3,1,3,3,1,Research Scientist,4,1,No,11,3,3,80,1,5,6,4
1800,No,Sales,10,1,1,3,3,3,Research Director,3,7,No,21,4,3,80,0,9,3,3
1801,No,Sales,26,2,1,2,2,2,Sales Executive,2,8,No,15,3,3,80,0,6,3,3
1802,No,Sales,2,2,1,3,3,1,Laboratory Technician,1,4,No,17,3,4,80,1,7,5,2
1803,No,Sales,13,3,1,2,4,2,Healthcare Representative,1,5,No,18,3,3,80,2,10,2,2
1804,No,Sales,2,2,1,2,3,2,Manufacturing Director,4,2,No,14,3,3,80,1,15,6,3
1805,No,Sales,2,3,1,1,3,1,Human Resources,2,5,No,13,3,4,80,3,13,3,3
1807,Yes,Sales,9,4,1,4,3,2,Laboratory Technician,1,4,No,17,3,3,80,1,11,3,2
1809,Yes,Sales,10,4,1,4,3,2,Manufacturing Director,1,1,No,15,3,2,80,0,10,4,1
1812,No,Sales,20,3,1,3,3,2,Sales Executive,4,2,No,18,3,4,80,1,7,6,3
1813,No,Sales,9,3,1,1,3,1,Research Scientist,3,4,No,13,3,3,80,0,7,2,2
1814,No,Sales,5,3,1,2,4,2,Healthcare Representative,2,3,No,12,3,1,80,0,11,3,1
1815,No,Sales,4,1,1,3,3,3,Sales Executive,3,0,Yes,13,3,4,80,1,23,3,4
1816,No,Sales,10,3,1,1,3,3,Manufacturing Director,3,9,No,14,3,2,80,0,9,3,3
1818,Yes,Sales,20,2,1,4,3,1,Human Resources,2,0,Yes,11,3,3,80,0,6,3,3
1821,Yes,Sales,21,2,1,4,3,2,Healthcare Representative,2,4,No,22,4,4,80,1,13,2,4
1822,No,Sales,1,3,1,3,3,2,Healthcare Representative,4,4,No,17,3,4,80,1,12,3,3
1823,No,Sales,8,2,1,2,4,2,Sales Executive,3,1,No,21,4,3,80,2,10,5,3
1824,No,Sales,2,3,1,2,3,4,Manager,2,4,No,22,4,4,80,1,37,0,2
1826,No,Sales,23,4,1,2,1,1,Laboratory Technician,3,0,No,16,3,2,80,1,6,2,4
1827,No,Sales,4,3,1,3,2,3,Manufacturing Director,2,8,Yes,12,3,3,80,1,28,4,3
1829,No,Sales,12,3,1,2,3,2,Healthcare Representative,1,2,No,12,3,2,80,1,15,3,3
1830,No,Sales,7,4,1,4,3,2,Research Scientist,4,4,No,15,3,2,80,1,14,2,2
1833,No,Sales,7,4,1,1,3,3,Sales Executive,1,2,No,14,3,4,80,2,9,3,3
1834,No,Sales,1,3,1,3,3,1,Research Scientist,1,1,No,25,4,3,80,1,3,3,3
1835,No,Sales,2,4,1,2,1,2,Sales Representative,4,2,Yes,20,4,1,80,2,20,4,2
1836,No,Sales,10,3,1,3,3,2,Sales Executive,4,1,No,13,3,1,80,0,5,4,3
1837,No,Sales,15,4,1,1,3,4,Research Director,3,2,Yes,14,3,2,80,0,23,3,3
1839,No,Sales,14,3,1,2,3,1,Research Scientist,3,1,No,16,3,3,80,0,0,4,1
1842,Yes,Sales,18,5,1,4,4,1,Human Resources,1,0,No,17,3,3,80,0,2,4,3
1844,Yes,Sales,13,3,1,1,2,1,Human Resources,1,4,Yes,15,3,4,80,3,4,3,3
1845,No,Sales,2,4,1,3,3,2,Sales Executive,3,4,No,22,4,2,80,2,10,3,4
1847,No,Sales,2,4,1,4,3,2,Research Scientist,2,4,Yes,22,4,4,80,1,15,2,3
1849,No,Sales,2,4,1,1,3,2,Sales Executive,4,1,No,20,4,3,80,1,7,5,3
1850,No,Sales,5,2,1,4,3,1,Laboratory Technician,4,0,Yes,14,3,3,80,0,6,3,2
1852,No,Sales,20,1,1,4,3,1,Laboratory Technician,4,1,No,13,3,2,80,0,11,3,4
1853,No,Sales,10,4,1,4,3,2,Sales Executive,4,8,No,13,3,3,80,0,4,2,4
1854,No,Sales,10,4,1,3,3,1,Research Scientist,3,3,No,22,4,2,80,2,10,1,2
1856,No,Sales,9,4,1,2,3,1,Laboratory Technician,3,4,No,12,3,3,80,0,7,2,3
1857,No,Sales,2,2,1,4,3,3,Manufacturing Director,4,3,No,14,3,3,80,1,12,4,2
1858,No,Sales,1,2,1,3,3,1,Human Resources,4,1,No,15,3,2,80,1,3,2,3
1859,No,Sales,29,1,1,4,1,2,Healthcare Representative,3,8,No,17,3,4,80,2,11,3,3
1860,No,Sales,8,3,1,4,3,1,Laboratory Technician,3,4,No,13,3,4,80,0,8,3,3
1862,Yes,Sales,2,4,1,3,2,2,Sales Executive,2,7,Yes,12,3,3,80,0,7,3,2
1863,No,Sales,3,3,1,1,4,4,Sales Executive,1,2,No,12,3,4,80,1,25,5,3
1864,No,Sales,23,1,1,2,2,2,Sales Representative,3,1,No,21,4,4,80,1,9,5,3
1865,No,Sales,6,1,1,4,2,1,Human Resources,2,1,No,11,3,4,80,0,1,3,3
1866,No,Sales,6,3,1,1,2,5,Manager,3,7,No,13,3,4,80,0,21,2,3
1867,No,Sales,10,3,1,4,2,5,Research Director,2,4,No,12,3,4,80,0,29,3,3
1868,Yes,Sales,24,2,1,4,2,1,Research Scientist,4,1,Yes,24,4,2,80,0,1,3,2
1869,Yes,Sales,10,3,1,3,3,3,Sales Executive,2,5,No,21,4,3,80,3,14,2,3
1870,No,Sales,15,3,1,4,2,1,Research Scientist,1,0,No,19,3,4,80,1,8,2,2
1871,No,Sales,19,4,1,4,3,2,Research Scientist,4,8,No,14,3,2,80,3,7,2,3
1873,No,Sales,2,4,1,2,2,1,Research Scientist,4,8,No,20,4,2,80,1,19,2,4
1875,No,Sales,3,3,1,2,3,1,Sales Representative,2,1,No,19,3,4,80,1,1,3,3
1876,Yes,Sales,9,3,1,2,3,1,Sales Representative,4,1,No,13,3,3,80,0,1,3,2
1878,Yes,Sales,7,1,1,4,3,1,Research Scientist,2,1,Yes,23,4,1,80,0,1,2,3
1880,No,Sales,10,4,1,2,2,2,Sales Executive,3,1,Yes,13,3,1,80,1,10,4,3
1881,No,Sales,20,3,1,2,3,2,Laboratory Technician,3,1,No,11,3,1,80,1,10,2,3
1882,No,Sales,4,3,1,3,3,3,Sales Executive,4,2,Yes,13,3,4,80,3,9,3,3
1883,No,Sales,7,3,1,4,3,1,Laboratory Technician,1,3,No,14,3,2,80,0,11,2,3
1885,No,Sales,7,4,1,4,3,2,Research Scientist,1,5,Yes,22,4,3,80,1,16,2,3
1886,No,Sales,16,2,1,4,2,2,Manufacturing Director,2,0,Yes,11,3,4,80,0,4,2,3
1888,No,Sales,25,2,1,2,2,2,Manufacturing Director,4,0,No,13,3,4,80,2,10,2,2
1890,No,Sales,2,1,1,2,2,2,Human Resources,4,1,No,21,4,4,80,0,10,2,2
1892,No,Sales,1,4,1,1,3,4,Manager,1,2,No,11,3,1,80,1,22,3,3
1893,No,Sales,1,2,1,2,2,1,Research Scientist,3,1,Yes,13,3,3,80,1,1,3,2
1898,No,Sales,2,2,1,1,4,2,Sales Executive,3,0,No,14,3,2,80,0,9,5,2
1900,No,Sales,22,3,1,4,3,4,Manager,4,3,No,11,3,2,80,1,24,3,3
1903,No,Sales,1,4,1,2,4,2,Healthcare Representative,1,2,No,15,3,4,80,1,10,5,3
1905,Yes,Sales,16,4,1,4,1,1,Research Scientist,1,1,Yes,23,4,2,80,1,5,2,3
1907,Yes,Sales,24,2,1,1,3,1,Laboratory Technician,4,1,No,16,3,4,80,0,5,3,3
1908,No,Sales,17,2,1,3,2,2,Sales Executive,2,2,No,16,3,3,80,2,12,1,1
1909,No,Sales,8,3,1,3,3,2,Sales Executive,2,5,No,21,4,3,80,1,14,3,3
1911,No,Sales,6,3,1,3,3,3,Research Director,1,9,No,13,3,2,80,1,18,3,4
1912,No,Sales,10,2,1,3,3,2,Sales Executive,4,2,Yes,11,3,4,80,1,8,2,3
1915,No,Sales,3,1,1,4,2,2,Sales Executive,4,3,Yes,12,3,3,80,0,9,3,2
1916,No,Sales,4,3,1,1,4,1,Laboratory Technician,3,8,No,12,3,2,80,1,4,0,2
1918,No,Sales,6,3,1,3,4,1,Laboratory Technician,4,0,No,18,3,1,80,1,8,3,3
1922,No,Sales,1,4,1,2,3,2,Healthcare Representative,3,4,No,12,3,3,80,0,12,3,3
1924,No,Sales,10,4,1,2,3,2,Sales Executive,3,1,No,14,3,2,80,0,10,2,2
1927,No,Sales,1,2,1,3,2,2,Sales Executive,4,1,Yes,12,3,3,80,1,7,2,3
1928,Yes,Sales,24,3,1,3,4,1,Sales Representative,1,1,No,17,3,4,80,0,1,3,3
1929,No,Sales,21,4,1,1,1,2,Sales Executive,3,6,No,19,3,3,80,1,10,1,3
1931,No,Sales,2,4,1,2,3,1,Research Scientist,2,1,No,11,3,3,80,1,6,3,2
1932,No,Sales,22,4,1,3,2,2,Research Scientist,4,1,Yes,15,3,2,80,0,16,3,3
1933,Yes,Sales,13,2,1,4,3,2,Sales Executive,3,3,Yes,11,3,4,80,0,6,0,3
1934,No,Sales,14,4,1,3,3,2,Research Scientist,2,8,No,18,3,3,80,1,16,4,4
1935,No,Sales,11,5,1,4,2,2,Sales Executive,1,4,No,16,3,3,80,1,6,3,3
1936,No,Sales,9,2,1,1,3,2,Manufacturing Director,1,1,No,25,4,4,80,1,10,3,3
1937,No,Sales,8,3,1,4,2,2,Research Scientist,2,1,Yes,16,3,3,80,1,20,3,3
1938,No,Sales,21,3,1,4,3,4,Manager,4,4,Yes,13,3,3,80,1,29,2,2
1939,Yes,Sales,5,2,1,1,4,1,Research Scientist,3,3,Yes,14,3,1,80,0,8,2,3
1940,No,Sales,9,2,1,2,3,1,Research Scientist,4,2,No,19,3,4,80,2,10,0,4
1941,No,Sales,2,1,1,2,3,5,Research Director,4,3,No,15,3,4,80,0,28,3,3
1943,No,Sales,12,4,1,2,3,2,Sales Executive,4,3,Yes,12,3,3,80,2,14,4,3
1944,Yes,Sales,22,3,1,1,2,1,Human Resources,2,1,No,12,3,1,80,0,1,2,3
1945,No,Sales,18,4,1,2,3,2,Sales Executive,1,0,No,16,3,4,80,1,6,2,1
1947,No,Sales,16,3,1,3,3,1,Research Scientist,3,1,No,14,3,3,80,0,5,3,2
1948,No,Sales,3,2,1,3,3,1,Research Scientist,1,1,Yes,13,3,4,80,1,4,3,4
